card_ID;check_in;loc1;check_out;loc2;Routes
card_9750;2024-08-20 13:15:59.472515;N_1;2024-08-20 13:36:59.472515;N_9;\16003
card_2855;2024-09-10 06:15:59.474763;N_5;2024-09-10 06:53:59.474763;N_1;\16003
card_4767;2024-09-17 04:15:59.477254;N_5;2024-09-17 05:06:59.477254;N_10;\16003
card_1039;2024-09-08 15:15:59.479474;N_9;2024-09-08 15:47:59.479474;N_5;\16003
card_1362;2024-08-26 14:15:59.481780;N_5;2024-08-26 14:40:59.481780;N_9;\16003
card_6518;2024-09-12 19:15:59.484092;N_1;2024-09-12 20:02:59.484092;N_10;\16003
card_9098;2024-09-02 20:15:59.486364;N_1;2024-09-02 21:12:59.486364;N_5;\16003
card_3207;2024-09-06 21:15:59.488906;N_9;2024-09-06 22:11:59.488906;N_5;\16003
card_4853;2024-08-26 08:15:59.491132;N_1;2024-08-26 09:03:59.491132;N_9;\16003
card_9531;2024-09-08 22:15:59.493518;N_10;2024-09-08 23:03:59.493518;N_9;\16003
card_5741;2024-08-26 05:15:59.495729;N_1;2024-08-26 05:26:59.495729;N_9;\16003
card_1575;2024-09-06 20:15:59.498085;N_1;2024-09-06 20:50:59.498085;N_5;\16003
card_1707;2024-08-18 10:15:59.500684;N_5;2024-08-18 10:29:59.500684;N_10;\16003
card_8558;2024-08-31 12:15:59.503102;N_1;2024-08-31 13:00:59.503102;N_10;\16003
card_9532;2024-09-11 00:15:59.505287;N_5;2024-09-11 00:30:59.505287;N_1;\16003
card_3522;2024-08-18 02:15:59.507476;N_10;2024-08-18 03:08:59.507476;N_9;\16003
card_9802;2024-08-26 23:15:59.509892;N_5;2024-08-27 00:15:59.509892;N_10;\16003
card_5868;2024-09-12 09:15:59.512090;N_5;2024-09-12 09:58:59.512090;N_10;\16003
card_2997;2024-09-02 04:15:59.514555;N_1;2024-09-02 05:06:59.514555;N_9;\16003
card_5701;2024-09-12 21:15:59.516812;N_10;2024-09-12 21:36:59.516812;N_5;\16003
card_5544;2024-08-24 04:15:59.519267;N_10;2024-08-24 05:12:59.519267;N_5;\16003
card_4291;2024-08-25 06:15:59.521472;N_9;2024-08-25 06:34:59.521472;N_1;\16003
card_9947;2024-09-16 08:15:59.523893;N_10;2024-09-16 08:28:59.523893;N_9;\16003
card_9630;2024-08-27 13:15:59.526114;N_10;2024-08-27 13:57:59.526114;N_1;\16003
card_9258;2024-09-05 21:15:59.528487;N_1;2024-09-05 21:50:59.528487;N_10;\16003
card_5099;2024-08-28 05:15:59.531115;N_5;2024-08-28 05:34:59.531115;N_10;\16003
card_2178;2024-08-30 04:15:59.533618;N_1;2024-08-30 04:47:59.533618;N_5;\16003
card_8847;2024-09-13 07:15:59.536050;N_1;2024-09-13 08:05:59.536050;N_9;\16003
card_8093;2024-08-28 23:15:59.538251;N_9;2024-08-29 00:04:59.538251;N_10;\16003
card_2977;2024-09-05 14:15:59.540600;N_9;2024-09-05 15:08:59.540600;N_10;\16003
card_9982;2024-08-22 04:15:59.542776;N_9;2024-08-22 04:46:59.542776;N_1;\16003
card_2161;2024-08-21 12:15:59.544998;N_9;2024-08-21 13:13:59.544998;N_10;\16003
card_4232;2024-09-05 00:15:59.547586;N_9;2024-09-05 01:07:59.547586;N_10;\16003
card_7018;2024-08-25 16:15:59.549797;N_5;2024-08-25 16:30:59.549797;N_9;\16003
card_5515;2024-08-22 03:15:59.552241;N_1;2024-08-22 03:37:59.552241;N_10;\16003
card_1530;2024-09-02 12:15:59.554452;N_1;2024-09-02 13:01:59.554452;N_5;\16003
card_4727;2024-08-21 20:15:59.556805;N_5;2024-08-21 21:02:59.556805;N_9;\16003
card_3800;2024-09-02 16:15:59.559006;N_5;2024-09-02 16:54:59.559006;N_9;\16003
card_4647;2024-08-29 19:15:59.561320;N_1;2024-08-29 20:12:59.561320;N_10;\16003
card_9146;2024-08-27 15:15:59.563582;N_1;2024-08-27 16:15:59.563582;N_10;\16003
card_5761;2024-09-03 09:15:59.565798;N_9;2024-09-03 09:32:59.565798;N_10;\16003
card_9687;2024-08-25 12:15:59.568161;N_5;2024-08-25 12:26:59.568161;N_1;\16003
card_7127;2024-08-24 07:15:59.570390;N_10;2024-08-24 08:03:59.570390;N_9;\16003
card_8316;2024-09-06 14:15:59.572969;N_1;2024-09-06 14:35:59.572969;N_9;\16003
card_4902;2024-08-31 07:15:59.575234;N_9;2024-08-31 07:39:59.575234;N_1;\16003
card_4382;2024-08-29 17:15:59.577626;N_9;2024-08-29 17:51:59.577626;N_10;\16003
card_6323;2024-08-30 01:15:59.579840;N_10;2024-08-30 01:29:59.579840;N_9;\16003
card_1103;2024-08-30 10:15:59.582269;N_9;2024-08-30 10:27:59.582269;N_5;\16003
card_4129;2024-09-11 10:15:59.584555;N_5;2024-09-11 10:48:59.584555;N_10;\16003
card_3539;2024-08-25 05:15:59.586791;N_9;2024-08-25 05:27:59.586791;N_1;\16003
card_6799;2024-08-20 15:15:59.589213;N_1;2024-08-20 15:35:59.589213;N_10;\16003
card_7347;2024-08-28 04:15:59.591465;N_5;2024-08-28 04:48:59.591465;N_1;\16003
card_3042;2024-08-22 22:15:59.593819;N_10;2024-08-22 22:25:59.593819;N_1;\16003
card_3021;2024-08-21 13:15:59.596136;N_1;2024-08-21 13:39:59.596136;N_5;\16003
card_8973;2024-08-27 22:15:59.598366;N_5;2024-08-27 23:06:59.598366;N_1;\16003
card_2585;2024-08-30 18:15:59.600722;N_5;2024-08-30 18:46:59.600722;N_9;\16003
card_3661;2024-09-11 10:15:59.602944;N_10;2024-09-11 10:54:59.602944;N_9;\16003
card_1119;2024-09-01 10:15:59.605413;N_10;2024-09-01 10:31:59.605413;N_1;\16003
card_4281;2024-08-18 09:15:59.607663;N_5;2024-08-18 09:44:59.607663;N_9;\16003
card_4220;2024-08-22 06:15:59.610108;N_5;2024-08-22 06:51:59.610108;N_9;\16003
card_3088;2024-09-01 15:15:59.612294;N_5;2024-09-01 16:12:59.612294;N_1;\16003
card_5583;2024-08-25 07:15:59.614522;N_5;2024-08-25 07:48:59.614522;N_1;\16003
card_8065;2024-09-05 16:15:59.616827;N_9;2024-09-05 16:52:59.616827;N_5;\16003
card_7160;2024-09-04 22:15:59.619305;N_5;2024-09-04 23:14:59.619305;N_1;\16003
card_3996;2024-09-12 09:15:59.621565;N_1;2024-09-12 09:32:59.621565;N_10;\16003
card_1670;2024-09-13 16:15:59.623774;N_1;2024-09-13 16:46:59.623774;N_9;\16003
card_3438;2024-08-25 05:15:59.626207;N_1;2024-08-25 06:05:59.626207;N_9;\16003
card_1708;2024-09-11 06:15:59.628407;N_1;2024-09-11 06:32:59.628407;N_5;\16003
card_4632;2024-08-31 15:15:59.630618;N_10;2024-08-31 15:38:59.630618;N_5;\16003
card_9718;2024-09-02 21:15:59.633006;N_1;2024-09-02 21:47:59.633006;N_9;\16003
card_3023;2024-08-24 22:15:59.635261;N_9;2024-08-24 22:57:59.635261;N_1;\16003
card_2600;2024-09-08 07:15:59.637646;N_5;2024-09-08 07:56:59.637646;N_10;\16003
card_3003;2024-08-23 19:15:59.639865;N_10;2024-08-23 20:10:59.639865;N_9;\16003
card_7154;2024-08-27 13:15:59.642276;N_10;2024-08-27 13:35:59.642276;N_9;\16003
card_9890;2024-09-01 02:15:59.644683;N_10;2024-09-01 02:58:59.644683;N_1;\16003
card_2739;2024-09-08 17:15:59.647284;N_9;2024-09-08 17:46:59.647284;N_5;\16003
card_7623;2024-08-20 22:15:59.649562;N_1;2024-08-20 22:47:59.649562;N_5;\16003
card_4082;2024-09-16 06:15:59.651946;N_10;2024-09-16 07:05:59.651946;N_5;\16003
card_5094;2024-08-23 19:15:59.654477;N_9;2024-08-23 20:00:59.654477;N_5;\16003
card_4543;2024-09-07 01:15:59.656968;N_5;2024-09-07 01:27:59.656968;N_1;\16003
card_3156;2024-08-18 07:15:59.659398;N_10;2024-08-18 08:05:59.659398;N_9;\16003
card_6742;2024-08-28 04:15:59.661651;N_10;2024-08-28 04:57:59.661651;N_5;\16003
card_5011;2024-09-08 13:15:59.663962;N_10;2024-09-08 14:00:59.663962;N_5;\16003
card_1733;2024-09-10 09:15:59.666174;N_10;2024-09-10 09:39:59.666174;N_9;\16003
card_5704;2024-08-18 00:15:59.668643;N_10;2024-08-18 01:02:59.668643;N_5;\16003
card_5826;2024-08-26 12:15:59.670851;N_9;2024-08-26 13:01:59.670851;N_1;\16003
card_7728;2024-09-13 12:15:59.673037;N_10;2024-09-13 12:53:59.673037;N_1;\16003
card_7846;2024-08-17 21:15:59.675397;N_9;2024-08-17 21:52:59.675397;N_5;\16003
card_3649;2024-09-03 05:15:59.677600;N_9;2024-09-03 05:31:59.677600;N_10;\16003
card_1725;2024-09-12 15:15:59.679953;N_1;2024-09-12 15:56:59.679953;N_10;\16003
card_2681;2024-08-20 21:15:59.682148;N_10;2024-08-20 21:32:59.682148;N_9;\16003
card_6570;2024-09-11 04:15:59.684547;N_5;2024-09-11 04:31:59.684547;N_1;\16003
card_2441;2024-08-30 11:15:59.686795;N_10;2024-08-30 12:07:59.686795;N_5;\16003
card_9609;2024-09-08 12:15:59.689031;N_9;2024-09-08 13:02:59.689031;N_5;\16003
card_5612;2024-09-02 19:15:59.691505;N_9;2024-09-02 19:43:59.691505;N_10;\16003
card_8375;2024-09-15 02:15:59.693791;N_5;2024-09-15 02:57:59.693791;N_10;\16003
card_7070;2024-09-04 12:15:59.696146;N_5;2024-09-04 13:01:59.696146;N_10;\16003
card_2034;2024-08-23 08:15:59.698363;N_10;2024-08-23 09:11:59.698363;N_1;\16003
card_9423;2024-09-08 06:15:59.700746;N_9;2024-09-08 06:59:59.700746;N_5;\16003
card_3324;2024-09-05 07:15:59.703017;N_10;2024-09-05 07:34:59.703017;N_9;\16003
card_3986;2024-08-28 16:15:59.705423;N_10;2024-08-28 16:44:59.705423;N_9;\16003
card_6356;2024-08-27 11:15:59.707609;N_5;2024-08-27 11:45:59.707609;N_9;\16003
card_2331;2024-09-14 00:15:59.709796;N_1;2024-09-14 00:45:59.709796;N_5;\16003
card_6966;2024-08-18 23:15:59.712144;N_9;2024-08-18 23:44:59.712144;N_1;\16003
card_8374;2024-09-02 12:15:59.714468;N_9;2024-09-02 12:28:59.714468;N_10;\16003
card_5081;2024-09-05 12:15:59.717034;N_9;2024-09-05 13:04:59.717034;N_10;\16003
card_9424;2024-08-20 02:15:59.719300;N_10;2024-08-20 03:11:59.719300;N_9;\16003
card_5318;2024-09-16 21:15:59.721699;N_9;2024-09-16 21:54:59.721699;N_10;\16003
card_3619;2024-08-23 15:15:59.723887;N_10;2024-08-23 15:27:59.723887;N_1;\16003
card_8694;2024-08-18 06:15:59.726086;N_9;2024-08-18 07:04:59.726086;N_1;\16003
card_4233;2024-08-30 08:15:59.728405;N_9;2024-08-30 09:07:59.728405;N_5;\16003
card_9610;2024-09-14 21:15:59.730642;N_10;2024-09-14 22:06:59.730642;N_1;\16003
card_5293;2024-09-17 07:15:59.733000;N_1;2024-09-17 08:09:59.733000;N_10;\16003
card_5974;2024-08-28 23:15:59.735238;N_10;2024-08-29 00:05:59.735238;N_5;\16003
card_1764;2024-09-07 01:15:59.737672;N_1;2024-09-07 02:10:59.737672;N_5;\16003
card_8849;2024-08-25 16:15:59.740021;N_9;2024-08-25 16:49:59.740021;N_5;\16003
card_3259;2024-09-10 16:15:59.742260;N_5;2024-09-10 16:28:59.742260;N_9;\16003
card_8862;2024-08-25 12:15:59.744587;N_9;2024-08-25 13:09:59.744587;N_5;\16003
card_2836;2024-09-12 02:15:59.746835;N_9;2024-09-12 02:29:59.746835;N_1;\16003
card_3200;2024-08-31 05:15:59.749232;N_9;2024-08-31 05:59:59.749232;N_5;\16003
card_6504;2024-08-26 16:15:59.751478;N_1;2024-08-26 16:56:59.751478;N_5;\16003
card_5715;2024-08-29 04:15:59.753890;N_10;2024-08-29 05:02:59.753890;N_1;\16003
card_7067;2024-08-27 12:15:59.756078;N_10;2024-08-27 12:42:59.756078;N_9;\16003
card_5313;2024-08-18 06:15:59.758262;N_10;2024-08-18 07:09:59.758262;N_5;\16003
card_9853;2024-09-06 03:15:59.760627;N_5;2024-09-06 03:58:59.760627;N_1;\16003
card_2802;2024-08-19 02:15:59.762871;N_1;2024-08-19 02:53:59.762871;N_5;\16003
card_7442;2024-08-26 03:15:59.765372;N_10;2024-08-26 03:37:59.765372;N_5;\16003
card_2794;2024-09-03 17:15:59.767607;N_1;2024-09-03 17:30:59.767607;N_9;\16003
card_2879;2024-08-26 20:15:59.770059;N_9;2024-08-26 21:04:59.770059;N_1;\16003
card_2479;2024-08-19 00:15:59.772324;N_9;2024-08-19 00:45:59.772324;N_10;\16003
card_2415;2024-09-15 17:15:59.774882;N_9;2024-09-15 17:28:59.774882;N_1;\16003
card_9018;2024-09-05 06:15:59.777458;N_1;2024-09-05 06:32:59.777458;N_10;\16003
card_3484;2024-09-04 03:15:59.779940;N_5;2024-09-04 03:58:59.779940;N_9;\16003
card_2692;2024-08-28 22:15:59.782315;N_10;2024-08-28 22:32:59.782315;N_1;\16003
card_3757;2024-09-08 03:15:59.784601;N_5;2024-09-08 03:47:59.784601;N_9;\16003
card_4313;2024-09-16 02:15:59.787298;N_10;2024-09-16 02:59:59.787298;N_5;\16003
card_5732;2024-08-30 12:15:59.789557;N_9;2024-08-30 12:54:59.789557;N_1;\16003
card_7411;2024-08-30 12:15:59.791939;N_5;2024-08-30 12:33:59.791939;N_1;\16003
card_9657;2024-08-31 23:15:59.794184;N_1;2024-08-31 23:48:59.794184;N_10;\16003
card_9744;2024-08-21 14:15:59.796591;N_9;2024-08-21 14:36:59.796591;N_1;\16003
card_9607;2024-08-21 03:15:59.798823;N_9;2024-08-21 04:15:59.798823;N_10;\16003
card_1175;2024-09-11 08:15:59.801057;N_5;2024-09-11 09:04:59.801057;N_1;\16003
card_1360;2024-08-21 18:15:59.803429;N_1;2024-08-21 19:05:59.803429;N_9;\16003
card_3562;2024-08-22 08:15:59.805697;N_5;2024-08-22 08:48:59.805697;N_10;\16003
card_4012;2024-08-31 12:15:59.808079;N_1;2024-08-31 12:58:59.808079;N_5;\16003
card_3672;2024-09-06 23:15:59.810282;N_1;2024-09-07 00:08:59.810282;N_10;\16003
card_2158;2024-08-30 10:15:59.812835;N_10;2024-08-30 11:14:59.812835;N_5;\16003
card_4111;2024-08-23 16:15:59.815041;N_1;2024-08-23 16:42:59.815041;N_9;\16003
card_1410;2024-08-19 06:15:59.817453;N_1;2024-08-19 06:31:59.817453;N_9;\16003
card_6510;2024-08-19 16:15:59.819805;N_9;2024-08-19 17:05:59.819805;N_5;\16003
card_8310;2024-08-23 16:15:59.822038;N_1;2024-08-23 16:47:59.822038;N_9;\16003
card_3598;2024-08-18 06:15:59.824434;N_10;2024-08-18 07:10:59.824434;N_1;\16003
card_5711;2024-08-25 05:15:59.826651;N_9;2024-08-25 06:13:59.826651;N_1;\16003
card_9764;2024-09-12 10:15:59.829018;N_1;2024-09-12 11:12:59.829018;N_10;\16003
card_3926;2024-09-14 15:15:59.831268;N_9;2024-09-14 16:05:59.831268;N_10;\16003
card_4168;2024-09-02 05:15:59.833743;N_9;2024-09-02 05:42:59.833743;N_5;\16003
card_4413;2024-08-23 01:15:59.836219;N_9;2024-08-23 02:04:59.836219;N_1;\16003
card_3314;2024-09-17 04:15:59.838454;N_1;2024-09-17 05:00:59.838454;N_5;\16003
card_7520;2024-09-13 16:15:59.840867;N_10;2024-09-13 17:08:59.840867;N_9;\16003
card_2567;2024-08-20 09:15:59.843112;N_1;2024-08-20 09:44:59.843112;N_9;\16003
card_5037;2024-09-03 00:15:59.845426;N_5;2024-09-03 00:27:59.845426;N_9;\16003
card_3789;2024-08-28 11:15:59.847634;N_10;2024-08-28 11:25:59.847634;N_5;\16003
card_1242;2024-08-29 04:15:59.850045;N_5;2024-08-29 05:00:59.850045;N_1;\16003
card_2104;2024-08-25 20:15:59.852327;N_1;2024-08-25 20:46:59.852327;N_9;\16003
card_8942;2024-09-09 00:15:59.854761;N_10;2024-09-09 00:41:59.854761;N_5;\16003
card_6319;2024-08-30 15:15:59.856980;N_1;2024-08-30 16:01:59.856980;N_9;\16003
card_7640;2024-09-09 09:15:59.859566;N_1;2024-09-09 09:32:59.859566;N_9;\16003
card_6292;2024-09-06 14:15:59.861858;N_10;2024-09-06 15:03:59.861858;N_9;\16003
card_9174;2024-09-02 11:15:59.864049;N_1;2024-09-02 11:59:59.864049;N_5;\16003
card_4669;2024-09-01 17:15:59.866434;N_5;2024-09-01 18:02:59.866434;N_10;\16003
card_6695;2024-09-04 04:15:59.868661;N_5;2024-09-04 04:56:59.868661;N_1;\16003
card_9528;2024-08-25 13:15:59.871032;N_1;2024-08-25 14:00:59.871032;N_9;\16003
card_1910;2024-09-06 23:15:59.873237;N_10;2024-09-06 23:43:59.873237;N_1;\16003
card_2580;2024-09-08 16:15:59.875447;N_1;2024-09-08 16:56:59.875447;N_5;\16003
card_2371;2024-08-18 08:15:59.877842;N_1;2024-08-18 09:14:59.877842;N_9;\16003
card_7547;2024-08-19 08:15:59.880065;N_5;2024-08-19 09:06:59.880065;N_1;\16003
card_9369;2024-09-08 06:15:59.882395;N_9;2024-09-08 06:53:59.882395;N_5;\16003
card_8637;2024-09-10 13:15:59.884920;N_9;2024-09-10 14:11:59.884920;N_10;\16003
card_4042;2024-09-02 13:15:59.887373;N_1;2024-09-02 13:59:59.887373;N_5;\16003
card_9448;2024-09-12 15:15:59.889690;N_5;2024-09-12 15:50:59.889690;N_10;\16003
card_8539;2024-08-23 22:15:59.892313;N_5;2024-08-23 22:52:59.892313;N_9;\16003
card_4555;2024-08-19 12:15:59.894572;N_5;2024-08-19 13:13:59.894572;N_9;\16003
card_3961;2024-09-12 17:15:59.896883;N_1;2024-09-12 17:28:59.896883;N_10;\16003
card_3702;2024-09-04 10:15:59.899575;N_9;2024-09-04 10:36:59.899575;N_10;\16003
card_6786;2024-09-04 09:15:59.901981;N_1;2024-09-04 09:44:59.901981;N_9;\16003
card_8550;2024-08-28 04:15:59.904484;N_5;2024-08-28 04:35:59.904484;N_9;\16003
card_4138;2024-09-13 03:15:59.906799;N_9;2024-09-13 03:49:59.906799;N_10;\16003
card_2592;2024-09-06 21:15:59.909313;N_1;2024-09-06 21:31:59.909313;N_10;\16003
card_2176;2024-08-26 23:15:59.911536;N_10;2024-08-26 23:31:59.911536;N_9;\16003
card_6890;2024-08-24 09:15:59.913971;N_1;2024-08-24 09:39:59.913971;N_10;\16003
card_1091;2024-09-04 21:15:59.916175;N_10;2024-09-04 22:04:59.916175;N_9;\16003
card_6968;2024-09-02 17:15:59.918366;N_9;2024-09-02 17:56:59.918366;N_1;\16003
card_2956;2024-08-26 14:15:59.920687;N_10;2024-08-26 15:02:59.920687;N_9;\16003
card_3553;2024-08-26 08:15:59.922882;N_10;2024-08-26 09:09:59.922882;N_1;\16003
card_4816;2024-08-28 12:15:59.925237;N_1;2024-08-28 12:40:59.925237;N_9;\16003
card_9886;2024-08-24 23:15:59.927444;N_9;2024-08-24 23:28:59.927444;N_10;\16003
card_1680;2024-08-17 19:15:59.929776;N_10;2024-08-17 19:37:59.929776;N_1;\16003
card_8156;2024-08-23 15:15:59.932165;N_9;2024-08-23 15:38:59.932165;N_1;\16003
card_3450;2024-08-19 07:15:59.934660;N_1;2024-08-19 07:59:59.934660;N_10;\16003
card_1697;2024-08-29 09:15:59.936956;N_10;2024-08-29 10:04:59.936956;N_5;\16003
card_7189;2024-09-03 13:15:59.939159;N_5;2024-09-03 14:15:59.939159;N_9;\16003
card_4261;2024-09-02 08:15:59.941474;N_1;2024-09-02 08:55:59.941474;N_9;\16003
card_2213;2024-09-01 17:15:59.943645;N_10;2024-09-01 17:25:59.943645;N_1;\16003
card_6229;2024-09-14 22:15:59.946052;N_5;2024-09-14 22:47:59.946052;N_10;\16003
card_5926;2024-08-23 18:15:59.948552;N_9;2024-08-23 18:34:59.948552;N_10;\16003
card_9296;2024-09-05 02:15:59.951308;N_5;2024-09-05 02:57:59.951308;N_1;\16003
card_1275;2024-08-24 15:15:59.953715;N_1;2024-08-24 15:55:59.953715;N_9;\16003
card_2364;2024-08-23 14:15:59.956385;N_5;2024-08-23 14:46:59.956385;N_1;\16003
card_5294;2024-09-17 04:15:59.958588;N_5;2024-09-17 04:52:59.958588;N_9;\16003
card_9899;2024-08-21 12:15:59.960766;N_1;2024-08-21 13:00:59.960766;N_5;\16003
card_8177;2024-08-29 17:15:59.963152;N_5;2024-08-29 17:57:59.963152;N_1;\16003
card_7629;2024-09-10 18:15:59.965549;N_1;2024-09-10 19:10:59.965549;N_5;\16003
card_6661;2024-08-26 09:15:59.968096;N_9;2024-08-26 09:25:59.968096;N_10;\16003
card_4832;2024-09-16 21:15:59.970324;N_5;2024-09-16 22:05:59.970324;N_10;\16003
card_2998;2024-09-04 03:15:59.972693;N_5;2024-09-04 03:46:59.972693;N_9;\16003
card_7172;2024-09-16 18:15:59.974967;N_10;2024-09-16 19:13:59.974967;N_9;\16003
card_8325;2024-09-02 19:15:59.977355;N_10;2024-09-02 19:40:59.977355;N_1;\16003
card_9395;2024-08-20 00:15:59.979686;N_1;2024-08-20 00:31:59.979686;N_10;\16003
card_2232;2024-08-28 07:15:59.981909;N_1;2024-08-28 07:32:59.981909;N_9;\16003
card_6067;2024-09-07 21:15:59.984426;N_10;2024-09-07 21:58:59.984426;N_1;\16003
card_9271;2024-09-09 21:15:59.986648;N_10;2024-09-09 21:37:59.986648;N_1;\16003
card_9935;2024-09-16 16:15:59.989224;N_10;2024-09-16 16:51:59.989224;N_9;\16003
card_7223;2024-09-04 22:15:59.991476;N_5;2024-09-04 22:28:59.991476;N_9;\16003
card_9242;2024-08-21 23:15:59.993859;N_5;2024-08-22 00:12:59.993859;N_1;\16003
card_6748;2024-08-18 15:15:59.996243;N_1;2024-08-18 15:50:59.996243;N_5;\16003
card_9634;2024-09-06 09:15:59.998707;N_1;2024-09-06 09:33:59.998707;N_10;\16003
card_2057;2024-08-18 05:16:00.001107;N_1;2024-08-18 05:42:00.001107;N_9;\16003
card_9502;2024-09-15 01:16:00.003906;N_5;2024-09-15 01:29:00.003906;N_10;\16003
card_4340;2024-08-18 18:16:00.006327;N_9;2024-08-18 19:07:00.006327;N_5;\16003
card_4464;2024-09-05 17:16:00.008700;N_9;2024-09-05 17:29:00.008700;N_10;\16003
card_6048;2024-09-16 13:16:00.011147;N_10;2024-09-16 13:41:00.011147;N_9;\16003
card_3365;2024-08-26 13:16:00.013918;N_10;2024-08-26 14:04:00.013918;N_1;\16003
card_2687;2024-09-09 13:16:00.016493;N_5;2024-09-09 13:29:00.016493;N_1;\16003
card_1862;2024-09-13 19:16:00.018845;N_9;2024-09-13 19:49:00.018845;N_5;\16003
card_3222;2024-09-04 13:16:00.021505;N_1;2024-09-04 13:57:00.021505;N_5;\16003
card_6012;2024-09-03 12:16:00.023909;N_1;2024-09-03 12:28:00.023909;N_9;\16003
card_5840;2024-09-11 16:16:00.026286;N_10;2024-09-11 16:32:00.026286;N_9;\16003
card_5551;2024-09-06 07:16:00.028566;N_1;2024-09-06 07:43:00.028566;N_9;\16003
card_6001;2024-08-18 00:16:00.031028;N_9;2024-08-18 00:27:00.031028;N_1;\16003
card_7743;2024-08-30 13:16:00.033266;N_5;2024-08-30 13:32:00.033266;N_9;\16003
card_1685;2024-09-11 07:16:00.035503;N_1;2024-09-11 08:12:00.035503;N_5;\16003
card_7453;2024-08-27 08:16:00.037867;N_1;2024-08-27 08:44:00.037867;N_10;\16003
card_4826;2024-08-20 20:16:00.040086;N_9;2024-08-20 21:15:00.040086;N_1;\16003
card_3578;2024-08-27 17:16:00.042464;N_9;2024-08-27 17:48:00.042464;N_5;\16003
card_5125;2024-09-03 22:16:00.044723;N_10;2024-09-03 22:54:00.044723;N_5;\16003
card_5582;2024-08-23 08:16:00.047129;N_5;2024-08-23 08:54:00.047129;N_1;\16003
card_5424;2024-08-20 21:16:00.049353;N_10;2024-08-20 21:53:00.049353;N_9;\16003
card_4342;2024-08-25 01:16:00.051846;N_1;2024-08-25 02:08:00.051846;N_5;\16003
card_1925;2024-08-24 12:16:00.054153;N_5;2024-08-24 12:43:00.054153;N_10;\16003
card_6369;2024-09-15 01:16:00.056405;N_9;2024-09-15 02:00:00.056405;N_10;\16003
card_7670;2024-08-26 22:16:00.058775;N_1;2024-08-26 22:29:00.058775;N_10;\16003
card_2589;2024-08-30 22:16:00.060975;N_10;2024-08-30 22:57:00.060975;N_9;\16003
card_3364;2024-09-05 05:16:00.063357;N_5;2024-09-05 05:57:00.063357;N_10;\16003
card_2442;2024-09-02 23:16:00.065559;N_9;2024-09-02 23:55:00.065559;N_1;\16003
card_7012;2024-09-05 20:16:00.067743;N_1;2024-09-05 20:26:00.067743;N_10;\16003
card_4466;2024-09-15 04:16:00.070060;N_10;2024-09-15 04:37:00.070060;N_1;\16003
card_2590;2024-08-21 20:16:00.072260;N_5;2024-08-21 20:31:00.072260;N_1;\16003
card_8163;2024-09-15 06:16:00.074622;N_10;2024-09-15 06:56:00.074622;N_9;\16003
card_8948;2024-09-14 12:16:00.077028;N_9;2024-09-14 12:42:00.077028;N_10;\16003
card_5411;2024-08-18 20:16:00.079387;N_5;2024-08-18 20:52:00.079387;N_1;\16003
card_8891;2024-09-12 23:16:00.081626;N_9;2024-09-12 23:42:00.081626;N_1;\16003
card_9307;2024-09-15 02:16:00.084193;N_1;2024-09-15 03:14:00.084193;N_9;\16003
card_5422;2024-08-30 23:16:00.086429;N_9;2024-08-30 23:41:00.086429;N_1;\16003
card_8051;2024-09-10 18:16:00.088629;N_10;2024-09-10 19:02:00.088629;N_1;\16003
card_5146;2024-09-10 13:16:00.090999;N_5;2024-09-10 13:59:00.090999;N_1;\16003
card_9414;2024-08-31 12:16:00.093212;N_5;2024-08-31 13:01:00.093212;N_10;\16003
card_2495;2024-09-10 02:16:00.095582;N_9;2024-09-10 03:13:00.095582;N_5;\16003
card_2317;2024-09-08 05:16:00.097836;N_1;2024-09-08 06:14:00.097836;N_10;\16003
card_7484;2024-08-28 18:16:00.100365;N_10;2024-08-28 18:51:00.100365;N_5;\16003
card_5143;2024-08-24 16:16:00.102529;N_10;2024-08-24 16:27:00.102529;N_1;\16003
card_1675;2024-09-13 18:16:00.104826;N_9;2024-09-13 18:45:00.104826;N_10;\16003
card_2468;2024-08-28 09:16:00.107090;N_1;2024-08-28 10:05:00.107090;N_9;\16003
card_2736;2024-08-27 07:16:00.109292;N_1;2024-08-27 08:07:00.109292;N_5;\16003
card_4513;2024-09-09 03:16:00.111618;N_1;2024-09-09 03:36:00.111618;N_9;\16003
card_6769;2024-08-19 06:16:00.113803;N_1;2024-08-19 07:16:00.113803;N_5;\16003
card_3309;2024-09-03 21:16:00.116173;N_10;2024-09-03 21:35:00.116173;N_9;\16003
card_6760;2024-09-03 19:16:00.118394;N_9;2024-09-03 19:55:00.118394;N_5;\16003
card_5557;2024-08-27 16:16:00.120687;N_9;2024-08-27 16:45:00.120687;N_1;\16003
card_9658;2024-09-09 08:16:00.123242;N_9;2024-09-09 09:07:00.123242;N_5;\16003
card_4492;2024-08-31 18:16:00.125480;N_1;2024-08-31 18:57:00.125480;N_9;\16003
card_4871;2024-09-07 09:16:00.127928;N_10;2024-09-07 10:03:00.127928;N_5;\16003
card_2973;2024-09-09 16:16:00.130132;N_5;2024-09-09 16:48:00.130132;N_10;\16003
card_4110;2024-08-21 17:16:00.132575;N_10;2024-08-21 17:42:00.132575;N_9;\16003
card_2256;2024-08-18 03:16:00.134957;N_5;2024-08-18 03:43:00.134957;N_9;\16003
card_6684;2024-08-25 14:16:00.137602;N_1;2024-08-25 14:29:00.137602;N_10;\16003
